Locus tag,in cgMLST ?,Length,EC number,KO number,Gene Name,Function,N_allele,CDS,Pseudogene,missing,% presence,% pseudogenes,,,,
STMMW_20661,accessory_gene,1380,,K02224,cbiA,"cobyrinic acid a,c-diamide synthase",648,2953,103,88,97%,3%,,,,
STMMW_20671,accessory_gene,912,,,pocR,Propanediol utilization transcriptional activator,371,2981,81,82,97%,3%,,,,
STMMW_20691,accessory_gene,285,,,pduA,propanediol utilization protein PduA,105,3046,18,80,97%,1%,,,,
STMMW_20701,accessory_gene,702,,,pduB,microcompartment protein PduB,406,3058,2,84,97%,0%,,,,
STMMW_20711,accessory_gene,1665,4.2.1.28,K01699,dhaB,propanediol dehydratase large subunit,629,3048,3,93,97%,0%,,,,
STMMW_20721,accessory_gene,675,4.2.1.28,K13919,pduD,propanediol dehydratase medium subunit,395,3056,7,81,97%,0%,,,,
STMMW_20731,accessory_gene,522,4.2.1.28,K13920,pduE,propanediol dehydratase small subunit,362,3060,1,83,97%,0%,,,,
STMMW_20741,accessory_gene,1833,,,pduG,diol dehydratase reactivase subunit alpha,784,3013,38,93,97%,1%,,,,
STMMW_20751,accessory_gene,351,,,pduH,propanediol dehydratase,225,2874,0,270,91%,0%,,,,
STMMW_20761,accessory_gene,483,,,pduK,Propanediol utilization: polyhedral bodies,378,3028,24,92,97%,1%,,,,
STMMW_20771,accessory_gene,633,2.3.1.222,K13923,pduL,propanediol utilization phosphotransacylase,464,3053,8,83,97%,0%,,,,
STMMW_20781,accessory_gene,492,,,pduM,microcompartment protein PduM,366,2875,2,267,92%,0%,,,,
STMMW_20791,accessory_gene,276,,,pduN,ethanolamine utilization protein EutN,141,2958,102,84,97%,3%,,,,
STMMW_20801,accessory_gene,1011,,,pduO,ATP--cobalamin adenosyltransferase,587,3030,35,79,97%,1%,,,,
STMMW_20811,accessory_gene,1395,1.2.1.87,K13922,pduP,putative CoA-dependent proprionaldehyde dehydrogenase,711,3060,5,79,97%,0%,,,,
STMMW_20821,accessory_gene,1113,,K13921,pduQ,propanediol utilization propanol dehydrogenase pduQ,665,3059,3,82,97%,0%,,,,
STMMW_20831,accessory_gene,1356,,,pduS,NADH dehydrogenase,746,2948,113,83,97%,4%,,,,
STMMW_20841,accessory_gene,555,,,pduT,propanediol utilization: polyhedral bodies pduT,444,3045,6,93,97%,0%,,,,
STMMW_20851,accessory_gene,351,,K04031,pduU,propanediol utilization protein PduU,324,3054,0,90,97%,0%,,,,
STMMW_20861,accessory_gene,453,,K04029,pduV,putative propanediol utilization protein PduV,417,2898,167,79,97%,5%,,,,
STMMW_20871,accessory_gene,1215,2.7.2.15,K19697,pduW,propionate kinase,634,3036,25,83,97%,1%,,,,
STMMW_20881,accessory_gene,903,2.7.1.177,K16651,pduX,GHMP kinase,505,3052,10,82,97%,0%,,,,
STMMW_21131,accessory_gene,1431,2.7.8.6,K00996,rfbP,undecaprenyl-phosphate galactose phosphotransferase WbaP,219,1848,8,1288,59%,0%,,,,
STMMW_21141,accessory_gene,1434,5.4.2.8,K01840,rfbK,phosphomannomutase,148,1481,2,1661,47%,0%,,,,
STMMW_21161,accessory_gene,945,2.4.1.-,K12992,rfbN,O antigen biosynthesis rhamnosyltransferase RfbN,134,1466,1,1677,47%,0%,,,,
STMMW_21171,accessory_gene,1062,,,rfbU,glycosyl transferase family 1,106,1196,3,1945,38%,0%,,,,
STMMW_21181,accessory_gene,1002,2.4.1.60,K13005,rfbV,O antigen biosynthesis abequosyltransferase RfbV,71,728,1,2415,23%,0%,,,,
STMMW_21191,accessory_gene,1293,,,rfbX,putative O-antigen transporter,50,740,0,2404,24%,0%,,,,
STMMW_21201,accessory_gene,900,1.1.1.341,K12455,rfbJ,CDP-abequose synthase,49,755,3,2386,24%,0%,,,,
STMMW_21211,accessory_gene,1314,1.17.1.1,K12452,rfbH,putative dehydratase RfbH,128,1646,0,1498,52%,0%,,,,
STMMW_21221,accessory_gene,1080,4.2.1.45,K01709,rfbG,"CDP-glucose 4,6-dehydratase",125,1650,0,1494,52%,0%,,,,
STMMW_21231,accessory_gene,774,2.7.7.33,K00978,rfbF,glucose-1-phosphate cytidylyltransferase,90,1649,0,1495,52%,0%,,,,
STMMW_21251,accessory_gene,552,5.1.3.13,K01790,rfbC,"dTDP-4-dehydrorhamnose 3,5-epimerase",70,1649,2,1493,53%,0%,,,,
STMMW_21261,accessory_gene,879,2.7.7.24,K00973,rfbA,glucose-1-phosphate thymidylyltransferase RfbA,202,1962,1,1181,62%,0%,,,,
STMMW_21271,accessory_gene,900,1.1.1.133,K00067,rfbD,NAD(P)-dependent oxidoreductase,210,1981,1,1162,63%,0%,,,,
STMMW_21321,accessory_gene,1281,,K16710,wcaK,colanic acid biosynthesis pyruvyl transferase WcaK,697,2893,129,122,96%,4%,,,,
STMMW_21351,accessory_gene,1371,5.4.2.8,K01840,cpsG,phosphomannomutase CpsG,801,2464,37,643,80%,1%,,,,
STMMW_21381,accessory_gene,474,3.6.1.-,K03207,gmm,GDP-mannose mannosyl hydrolase,512,2961,44,139,96%,1%,,,,
STMMW_21401,accessory_gene,966,1.1.1.271,K02377,fcl,GDP-fucose synthetase,707,3019,4,121,96%,0%,,,,
STMMW_21411,accessory_gene,1122,4.2.1.47,K01711,gmd,"GDP-mannose 4,6-dehydratase",643,2876,20,248,92%,1%,,,,
STMMW_21611,accessory_gene,1413,,K18326,yegB,multidrug transporter subunit MdtD,713,2978,95,71,98%,3%,,,,
STMMW_21641,accessory_gene,1203,,,,cytoplasmic protein,600,2741,129,274,91%,4%,,,,
STMMW_21661,accessory_gene,2112,,,,Putative inner membrane protein,723,2746,108,290,91%,4%,,,,
STMMW_21701,accessory_gene,354,,,,putative inner membrane protein,261,2752,124,268,91%,4%,,,,
STMMW_21801,accessory_gene,1008,,,stcD,adhesin,156,1392,10,1742,45%,1%,,,,
STMMW_21811,accessory_gene,2490,,K07347,stcC,"fimbrial outer membrane usher protein, partial",560,1978,84,1082,66%,4%,,,,
STMMW_21821,accessory_gene,684,,,stcB,fimbrial chaperone yehC,125,1379,13,1752,44%,1%,,,,
STMMW_21831,accessory_gene,531,,,stcA,"fimbrial chaperone protein, partial",134,1397,6,1741,45%,0%,,,,
STMMW_21841,accessory_gene,282,,,yehE,outer membrane protein,197,2659,5,480,85%,0%,,,,
STMMW_21871,accessory_gene,459,,,yehR,"putative lipoprotein yehR, partial",197,3018,9,117,96%,0%,,,,
STMMW_21881,accessory_gene,531,,,,lipoprotein,286,2749,105,290,91%,4%,,,,
STMMW_22051,accessory_gene,198,,,,hypothetical protein,147,3025,31,88,97%,1%,,,,
STMMW_22071,accessory_gene,1194,1.14.13.1,K00480,,salicylate hydroxylase,646,3044,18,82,97%,1%,,,,
STMMW_22101,accessory_gene,1038,1.13.11.4,K00450,,"gentisate 1,2-dioxygenase",588,3036,8,100,97%,0%,,,,
STMMW_22111,accessory_gene,1359,,K08195,pcaK,4-hydroxybenzoate transporter,699,3033,10,101,97%,0%,,,,
STMMW_22121,accessory_gene,909,,,,LysR family transcriptional regulator,515,2996,47,101,97%,2%,,,,
STMMW_22271,accessory_gene,390,,,,putative transcriptional regulator,279,3040,5,99,97%,0%,,,,
STMMW_22281,accessory_gene,1368,4.3.1.17,K01752,sdaA,putative L-serine dehydratase,727,2990,51,103,97%,2%,,,,
STMMW_22291,accessory_gene,888,,,,phosphoserine phosphatase SerB,538,3011,31,102,97%,1%,,,,
STMMW_22301,accessory_gene,1323,,K07783,uhpC,MFS transporter,636,2890,141,113,96%,5%,,,,
STMMW_22401,accessory_gene,666,,,opvB,membrane protein,567,2939,91,114,96%,3%,,,,
STMMW_22561,accessory_gene,621,,,,inner membrane protein,258,2234,41,869,72%,2%,,,,
STMMW_22602,accessory_gene,129,,,,hypothetical protein,11,532,0,2612,17%,0%,,,,
STMMW_22631,accessory_gene,444,,,,tail assembly chaperone,22,556,7,2581,18%,1%,,,,
STMMW_22641,accessory_gene,528,,,,tail assembly chaperone,39,644,12,2488,21%,2%,,,,
STMMW_22661,accessory_gene,519,,K06904,,peptidase,13,475,29,2640,16%,6%,,,,
STMMW_22671,accessory_gene,330,,,,"phage holin, lambda family",6,512,0,2632,16%,0%,,,,
STMMW_22691,accessory_gene,369,,,,antitermination protein Q,24,566,15,2563,18%,3%,,,,
STMMW_22701,accessory_gene,996,,,,putative cytoplasmic protein,260,810,41,2293,27%,5%,,,,
STMMW_22751,accessory_gene,204,,,,putative homolog of virulence protein MsgA,249,2790,115,239,92%,4%,,,,
STMMW_22786,accessory_gene,660,,K02194,ccmB2,"heme exporter protein B1, partial",762,3004,9,131,96%,0%,,,,
STMMW_22971,accessory_gene,1203,,,,mandelate racemase,515,2730,59,355,89%,2%,,,,
STMMW_23131,accessory_gene,804,4.1.2.53,K12660,rhmA,2-keto-3-deoxy-L-rhamnonate aldolase,166,2125,5,1014,68%,0%,,,,
STMMW_23141,accessory_gene,1290,,,yfaV,MFS transporter,320,2040,92,1012,68%,4%,,,,
STMMW_23151,accessory_gene,1218,4.2.1.90,K12661,yfaW,RecName: Full=L-rhamnonate dehydratase,285,2121,11,1012,68%,1%,,,,
STMMW_23161,accessory_gene,783,,,yfaX,IclR family transcriptional regulator,179,2130,3,1011,68%,0%,,,,
STMMW_23371,accessory_gene,1002,,K03415,cheV,chemotaxis protein CheV,241,1693,1,1450,54%,0%,,,,
STMMW_23381,accessory_gene,1782,,K07114,yfbK,lipoprotein,382,1651,38,1455,54%,2%,,,,
STMMW_23631,accessory_gene,831,2.2.1.1,K00615,tktA,carbohydrate degradation enzyme,511,3072,2,70,98%,0%,,,,
STMMW_23951,accessory_gene,375,,,,"Putative DNA-binding protein, partial",289,2921,19,204,94%,1%,,,,
STMMW_23961,accessory_gene,249,,K07724,ner,transcriptional regulator,183,2449,69,626,80%,3%,,,,
STMMW_23971,accessory_gene,369,,,,Putative cytoplasmic protein,218,2493,33,618,80%,1%,,,,
STMMW_23981,accessory_gene,519,,,,"periplasmic protein, partial",405,2943,26,175,94%,1%,,,,
STMMW_23991,accessory_gene,657,,K07052,,membrane protein,406,2790,89,265,92%,3%,,,,
STMMW_24011,accessory_gene,2061,,K15461,mnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase MnmD/FAD-dependent cmnm(5)s(2)U34 oxidoreductase MnmC,883,3070,11,63,98%,0%,,,,
STMMW_24171,accessory_gene,1248,,K08476,pgtA,transcriptional regulator,570,2964,20,160,95%,1%,,,,
STMMW_24181,accessory_gene,2007,2.7.13.3,K08475,pgtB,two-component sensor histidine kinase,734,2929,49,166,95%,2%,,,,
STMMW_24191,accessory_gene,1194,,K08478,pgtC,phosphoglycerate transporter,517,2948,33,163,95%,1%,,,,
STMMW_24201,accessory_gene,1392,,K11382,pgtP,phosphoglycerate transporter,613,2952,62,130,96%,2%,,,,
STMMW_24381,accessory_gene,885,,,xapR,LysR family transcriptional regulator,324,2604,57,483,85%,2%,,,,
STMMW_24382,accessory_gene,159,,,,putative XapX domain protein,60,2644,1,499,84%,0%,,,,
STMMW_24391,accessory_gene,1257,,K11537,xapB,nucleoside permease,462,2543,81,520,83%,3%,,,,
STMMW_24411,accessory_gene,834,2.4.2.-,K03815,flhAb,purine nucleoside phosphorylase,382,2627,4,513,84%,0%,,,,
STMMW_24421,accessory_gene,762,,,yfeN,outer membrane protein,252,2561,80,503,84%,3%,,,,
STMMW_24561,accessory_gene,720,6.3.5.2,K01951,yfeJ,GMP synthase,487,2929,129,86,97%,4%,,,,
STMMW_24581,accessory_gene,540,,,yfeL,membrane carboxypeptidase,139,1331,36,1777,43%,3%,,,,
STMMW_24711,accessory_gene,330,,,,conserved hypothetical protein; Putative inner membrane,99,1643,9,1492,53%,1%,,,,
STMMW_24721,accessory_gene,1278,,,,hypothetical protein,190,1132,28,1984,37%,2%,,,,
STMMW_24811,accessory_gene,840,,K04024,eutJ,ethanolamine utilization protein EutJ,621,2784,22,338,89%,1%,,,,
STMMW_25002,accessory_gene,60,,,ypfM,hypothetical protein,18,3042,23,79,97%,1%,,,,
STMMW_25092,accessory_gene,354,2.7.1.31,K00865,glxK,glycerate kinase 1,62,624,16,2504,20%,3%,,,,
STMMW_25251,accessory_gene,330,,,,putative cytoplasmic protein,147,2223,125,796,75%,5%,,,,
STMMW_25291,accessory_gene,1350,3.1.11.6,K03601,xseA,exodeoxyribonuclease VII large subunit,578,2818,0,326,90%,0%,,,,
STMMW_25301,accessory_gene,6120,,,shdA,host colonisation factor (ShdA),481,942,46,2156,31%,5%,,,,
STMMW_25331,accessory_gene,960,,,sinI,outer membrane protein,533,2821,6,317,90%,0%,,,,
STMMW_25511,accessory_gene,669,,,,Putative cytoplasmic protein,375,2390,15,739,76%,1%,,,,
STMMW_25641,accessory_gene,879,,K06889,,hydrolase,556,2923,23,198,94%,1%,,,,
STMMW_25891,accessory_gene,867,1.1.1.169,K00077,panE,putative oxidoreductase,497,2844,26,274,91%,1%,,,,
STMMW_25901,accessory_gene,1197,,K08177,oxlT,MFS transporter,567,2749,97,298,91%,3%,,,,
STMMW_26001,accessory_gene,1494,,,gogB,Protein lap4 Protein scribble; Protein smell-impaired,18,302,11,2831,10%,4%,,,,
STMMW_26011,accessory_gene,546,,,,transposase,54,437,8,2699,14%,2%,,,,
STMMW_26041,accessory_gene,171,,K07801,pagK,phage encoded PagK,97,1719,45,1380,56%,3%,,,,
STMMW_26082,accessory_gene,243,,,,putative prophage protein,118,1095,6,2043,35%,1%,,,,
STMMW_26101,accessory_gene,648,,,,Tail assembly protein I,207,992,9,2143,32%,1%,,,,
STMMW_26111,accessory_gene,738,,,,Tail fiber component K,287,975,62,2107,33%,6%,,,,
STMMW_26131,accessory_gene,330,,,,Gifsy-1 prophage VmtM,53,980,1,2163,31%,0%,,,,
STMMW_26161,accessory_gene,396,,,,"phage minor tail protein G, partial",91,948,1,2195,30%,0%,,,,
STMMW_26181,accessory_gene,402,,,,Gifsy-1 prophage VmtU,106,923,5,2216,30%,1%,,,,
STMMW_26191,accessory_gene,1251,,K07496,gipA,peyer'S patch-specific virulence factor GipA,35,342,2,2800,11%,1%,,,,
STMMW_26201,accessory_gene,579,,,,Gifsy-1 prophagei VmtZ,147,950,3,2191,30%,0%,,,,
STMMW_26221,accessory_gene,360,,,,gifsy-1 prophage DNA packaging protein gp9,73,825,1,2318,26%,0%,,,,
STMMW_26231,accessory_gene,1029,,,,minor capsid protein E,203,1013,10,2121,33%,1%,,,,
STMMW_26241,accessory_gene,348,,,,bacteriophage lambda head decoration protein D,91,981,7,2156,31%,1%,,,,
STMMW_26261,accessory_gene,1581,,,,Gifsy-1 prophage head-tail preconnector gp4,253,994,27,2123,32%,3%,,,,
STMMW_26271,accessory_gene,204,,,,phage head-to-tail joining protein,66,997,1,2146,32%,0%,,,,
STMMW_26281,accessory_gene,1932,,,,phage terminase large subunit,250,968,8,2168,31%,1%,,,,
STMMW_26291,accessory_gene,546,,,,phage terminase small subunit,103,948,37,2159,31%,4%,,,,
STMMW_26301,accessory_gene,402,,,,inhibitor of g-type lysozyme,109,982,9,2153,32%,1%,,,,
STMMW_26321,accessory_gene,453,3.2.1.17,K01185,,Gifsy-2 prophage lysozyme,142,975,8,2161,31%,1%,,,,
STMMW_26322,accessory_gene,345,,,,"phage holin, lambda family",47,1000,11,2133,32%,1%,,,,
STMMW_26341,accessory_gene,564,,,,antirepressor,90,529,7,2608,17%,1%,,,,
STMMW_26361,accessory_gene,678,,,,gifsy-1 prophage RegQ,94,471,4,2669,15%,1%,,,,
STMMW_26371,accessory_gene,612,,,,bacteriophage Lambda NinG protein,294,1135,5,2004,36%,0%,,,,
STMMW_26381,accessory_gene,603,,,,"gifsy-2 prophage protein, partial",366,1203,67,1874,40%,5%,,,,
STMMW_26391,accessory_gene,249,,,,putative prophage protein,65,777,1,2366,25%,0%,,,,
STMMW_26421,accessory_gene,699,,,,putative bacteriophage protein,2,163,0,2981,5%,0%,,,,
STMMW_26431,accessory_gene,696,,,gpP,Replication P,100,394,0,2750,13%,0%,,,,
STMMW_26451,accessory_gene,375,,,cIIa,repressor,259,1044,30,2070,34%,3%,,,,
STMMW_26461,accessory_gene,396,,,,transcriptional regulator,49,380,0,2764,12%,0%,,,,
STMMW_26471,accessory_gene,840,,K03496,parA,chromosome partitioning protein ParA,7,182,1,2961,6%,1%,,,,
STMMW_26481,accessory_gene,387,,,,putative prophage protein,4,183,0,2961,6%,0%,,,,
STMMW_26491,accessory_gene,663,,,,putative prophage protein,5,183,0,2961,6%,0%,,,,
STMMW_26521,accessory_gene,351,,,,"DNA breaking-rejoining protein, partial",81,752,8,2384,24%,1%,,,,
STMMW_26531,accessory_gene,2928,3.1.11.-,K10906,recEb,gifsy-1 prophage RecE,230,445,8,2691,14%,2%,,,,
STMMW_26532,accessory_gene,1110,,,,Gifsy-2 prophage RecT,282,1196,34,1914,39%,3%,,,,
STMMW_26541,accessory_gene,240,,,,putative bacteriophage protein,220,1525,2,1617,49%,0%,,,,
STMMW_26551,accessory_gene,285,,,,excisionase,47,701,0,2443,22%,0%,,,,
STMMW_26561,accessory_gene,1230,,,,integrase,170,719,18,2407,23%,2%,,,,
STMMW_26641,accessory_gene,900,,,yfiE,LysR family transcriptional regulator,426,2734,134,276,91%,5%,,,,
STMMW_26651,accessory_gene,588,,K11249,yfiK,amino acid transporter,296,2833,37,274,91%,1%,,,,
STMMW_27031,accessory_gene,11475,,,bapA,Ig-like domain repeat protein,1538,2776,63,305,90%,2%,,,,
STMMW_27091,accessory_gene,1194,,,,SEC-C motif protein,9,370,3,2771,12%,1%,,,,
STMMW_27101,accessory_gene,828,,,,cytoplasmic protein,14,363,3,2778,12%,1%,,,,
STMMW_27121,accessory_gene,2070,,K06919,,membrane protein,37,391,3,2750,13%,1%,,,,
STMMW_27141,accessory_gene,867,,,,putative cytoplasmic protein,8,354,7,2783,11%,2%,,,,
STMMW_27151,accessory_gene,357,,,,transcriptional regulator,11,372,1,2771,12%,0%,,,,
STMMW_27161,accessory_gene,285,,K07724,ner,DNA-binding protein,14,475,1,2668,15%,0%,,,,
STMMW_27171,accessory_gene,522,,K02783,srlA,PTS sorbitol transporter subunit IIC,34,406,3,2735,13%,1%,,,,
STMMW_27181,accessory_gene,375,2.7.1.198,K02781,srlB,PTS sorbitol transporter,30,409,3,2732,13%,1%,,,,
STMMW_27191,accessory_gene,981,2.7.1.198,K02782,srlE,PTS sorbitol transporter subunit IIB,39,397,11,2736,13%,3%,,,,
STMMW_27201,accessory_gene,1014,,,,dehydrogenase,14,371,3,2770,12%,1%,,,,
STMMW_27231,accessory_gene,636,4.1.2.43,K08093,hxlA,3-hexulose-6-phosphate synthase,16,374,1,2769,12%,0%,,,,
STMMW_27241,accessory_gene,564,5.3.1.27,K08094,hxlB,6-phospho 3-hexuloisomerase,12,376,0,2768,12%,0%,,,,
STMMW_27251,accessory_gene,843,5.3.1.9,K06859,pgi1,Glucose-6-phosphate isomerase,14,375,0,2769,12%,0%,,,,
STMMW_27271,accessory_gene,1680,,,,peptide ABC transporter substrate-binding protein,17,374,0,2770,12%,0%,,,,
STMMW_27281,accessory_gene,876,,,,DNA-binding protein,11,361,1,2782,12%,0%,,,,
STMMW_27291,accessory_gene,1875,,,,membrane protein,36,374,0,2770,12%,0%,,,,
STMMW_27301,accessory_gene,1284,,,,putative inner membrane protein,13,355,4,2785,11%,1%,,,,
STMMW_27331,accessory_gene,639,,,,"putative cytoplasmic protein, partial",7,363,2,2779,12%,1%,,,,
STMMW_27341,accessory_gene,1983,,,,DNA helicase,25,351,5,2788,11%,1%,,,,
STMMW_27371,accessory_gene,540,,,fljA,repressor of phase 1 flagellin gene,298,2192,7,945,70%,0%,,,,
STMMW_27381,accessory_gene,1521,,K02406,fljB,phase 2 flagellin,449,1362,1,1781,43%,0%,,,,
STMMW_27401,accessory_gene,1116,,,iroB,glycosyl transferase,596,2995,10,139,96%,0%,,,,
STMMW_27461,accessory_gene,1053,,K15352,pipB2,secreted effector protein pipB2,582,2957,84,103,97%,3%,,,,
STMMW_27491,accessory_gene,897,,,mig-14,transcriptional regulator,491,3017,50,77,98%,2%,,,,
STMMW_27701,accessory_gene,1335,,K00375,,DeoR family transcriptional regulator,707,2860,152,132,96%,5%,,,,
STMMW_27711,accessory_gene,432,,,,alkylhydroperoxidase AhpD,378,2995,17,132,96%,1%,,,,
STMMW_27831,accessory_gene,1371,,,,glycoporin,564,2775,73,296,91%,3%,,,,
STMMW_28041,accessory_gene,2241,,K04656,hydA,carbamoyltransferase HypF,749,2916,7,221,93%,0%,,,,
STMMW_28351,accessory_gene,243,,K03221,prgI,EscF/YscF/HrpA family type III secretion system needle major subunit,94,2921,0,223,93%,0%,,,,
STMMW_28401,accessory_gene,1632,,K13740,sptP,pathogenicity island 1 effector protein StpP,661,2860,154,130,96%,5%,,,,
STMMW_28631,accessory_gene,450,,,,salmonella pathogenicity island 1 protein,187,2136,59,949,70%,3%,,,,
STMMW_28641,accessory_gene,348,,,,"PrpA and PrpB, metallophosphatase domain protein, partial",136,2147,50,947,70%,2%,,,,
STMMW_28651,accessory_gene,327,,,,salmonella pathogenicity island 1 protein,89,1587,3,1554,51%,0%,,,,
STMMW_28671,accessory_gene,291,,,,putative ABC-type transport system,79,2180,0,964,69%,0%,,,,
STMMW_28681,accessory_gene,528,,,,GNAT family acetyltransferase,225,2174,4,966,69%,0%,,,,
STMMW_28701,accessory_gene,657,3.1.3.16,K07314,pphB,serine/threonine-specific protein phosphatase 2,335,2668,73,403,87%,3%,,,,
STMMW_28781,accessory_gene,777,5.3.1.22,K01816,hyi,hydroxypyruvate isomerase,535,3039,28,77,98%,1%,,,,
STMMW_28801,accessory_gene,1263,,,ygbK,tRNA synthase,728,2984,7,153,95%,0%,,,,
STMMW_28811,accessory_gene,924,1.1.-.-,K08319,ygbJ,3-hydroxyisobutyrate dehydrogenase,638,2983,11,150,95%,0%,,,,
STMMW_29001,accessory_gene,297,,K09951,ygbF,type I-E CRISPR-associated endoribonuclease Cas2,222,2464,77,603,81%,3%,,,,
STMMW_29011,accessory_gene,921,,K15342,cas1,subtype I-E CRISPR-associated endonuclease Cas1,371,1845,74,1225,61%,4%,,,,
STMMW_29021,accessory_gene,651,,K19126,ygcH,type I-E CRISPR-associated protein Cas6/Cse3/CasE,271,1929,14,1201,62%,1%,,,,
STMMW_29031,accessory_gene,747,,K19125,casD,type I-E CRISPR-associated protein Cas5/CasD,291,1927,9,1208,62%,0%,,,,
STMMW_29041,accessory_gene,1059,,K19124,yghJ,type I-E CRISPR-associated protein Cas7/Cse4/CasC,329,1909,25,1210,62%,1%,,,,
STMMW_29051,accessory_gene,561,,K19046,casB,transposase,197,1921,20,1203,62%,1%,,,,
STMMW_29061,accessory_gene,1557,,K19123,casA,"type I-E CRISPR-associated protein Cse1/CasA, partial",371,1741,84,1319,58%,5%,,,,
STMMW_29171,accessory_gene,801,3.6.1.8,K04765,mazG,nucleoside triphosphate pyrophosphohydrolase,374,2804,11,329,90%,0%,,,,
STMMW_29179,accessory_gene,153,,,,putative fimbrial subunit,54,1317,14,1813,42%,1%,,,,
STMMW_29181,accessory_gene,357,,K07746,parD,putative transcriptional regulator,134,2010,5,1129,64%,0%,,,,
STMMW_29221,accessory_gene,1143,2.7.1.31,K00865,glxK,glycerate kinase 2,597,3064,14,66,98%,0%,,,,
STMMW_29231,accessory_gene,1341,4.2.1.40,K01706,gudD,glucarate dehydratase,676,3067,10,67,98%,0%,,,,
STMMW_29241,accessory_gene,1341,,K13918,ygcY,glucarate dehydratase,683,2904,90,150,95%,3%,,,,
STMMW_29251,accessory_gene,1359,,K03535,gudT,glucarate transporter,649,2997,75,72,98%,2%,,,,
STMMW_29821,accessory_gene,864,,,,LysR family transcriptional regulator,608,3051,16,77,98%,1%,,,,
STMMW_29831,accessory_gene,483,,,,Na+-translocating NADH-quinone reductase subunit E,313,3037,26,81,97%,1%,,,,
STMMW_29851,accessory_gene,273,,,yohL,transcriptional regulator,117,3016,3,125,96%,0%,,,,
STMMW_29852,accessory_gene,831,,K08970,yohM,nickel/cobalt efflux system RcnA,1332,2778,125,241,92%,4%,,,,
STMMW_29861,accessory_gene,699,,,STM3025,transcriptional regulator,421,2918,46,180,94%,2%,,,,
STMMW_29871,accessory_gene,561,,,STM3025.1N,CaiF/GrlA family transcriptional regulator,429,2814,81,249,92%,3%,,,,
