V1,n_syn,n_nonsyn
SPAB_RS09230_1,197,766
SPAB_RS21735_1,417,1374
SPAB_RS21730_1,548,1684
SPAB_RS09250_1,742,2687
SPAB_RS21750_1,507,1662
SPAB_RS21755_1,1479,4551
SPAB_RS09015_1,739,2456
SPAB_RS21885_1,233,721
SPAB_RS21775_1,143,586
SPAB_RS21845_1,638,1963
SPAB_RS21840_1,817,2549
SPAB_RS14010_1,502,1838
SPAB_RS21860_1,404,1189
SPAB_RS21865_1,397,1277
SPAB_RS21800_1,809,2512
SPAB_RS21805_1,392,1102
SPAB_RS21820_1,435,1356
SPAB_RS21825_1,350,1090
SPAB_RS10925_1,587,1951
SPAB_RS10920_1,737,2242
SPAB_RS21780_1,168,579
SPAB_RS13590_1,643,1985
SPAB_RS21880_1,557,1729
SPAB_RS21725_1,171,594
SPAB_RS21740_1,152,541
SPAB_RS21745_1,882,2817
SPAB_RS09020_1,212,706
SPAB_RS09240_1,350,1162
SPAB_RS09245_1,158,553
SPAB_RS21765_1,135,477
SPAB_RS13930_1,519,2001
SPAB_RS13935_1,963,3879
SPAB_RS21895_1,274,824
SPAB_RS21850_1,493,1649
SPAB_RS21785_1,1037,3013
SPAB_RS21990_1,539,1666
SPAB_RS22040_1,379,1259
SPAB_RS21900_1,279,864
SPAB_RS22020_1,544,1886
SPAB_RS22025_1,366,1164
SPAB_RS22190_1,697,2354
SPAB_RS22185_1,877,2777
SPAB_RS22180_1,381,1257
SPC_RS04325_1,370,1142
SPAB_RS21960_1,245,772
SPAB_RS21965_1,1043,3592
SPAB_RS21920_1,188,640
SPC_RS22095_1,274,896
SPAB_RS21970_1,178,668
SPAB_RS21975_1,503,1774
SPAB_RS22205_1,639,2223
SPAB_RS22120_1,607,2066
SPC_RS06525_1,116,451
SPAB_RS21945_1,301,923
SPAB_RS22145_1,427,1445
SPC_RS07900_1,214,911
SPC_RS23060_1,832,2975
SPAB_RS21985_1,395,1423
SPC_RS05015_1,108,405
SPC_RS06490_1,440,1621
SPAB_RS22140_1,207,720
SPAB_RS22010_1,695,2446
SPAB_RS22015_1,1213,4214
SPAB_RS22200_1,1065,3525
SPAB_RS22195_1,333,1071
SPC_RS04485_1,308,1186
SPAB_RS22095_1,332,1045
SPC_RS06575_1,826,2936
SPAB_RS22130_1,277,974
SPAB_RS21935_1,297,927
SPAB_RS22115_1,187,614
SPAB_RS22110_1,721,2717
SPAB_RS21915_1,1106,3475
SPAB_RS22135_1,240,858
SPAB_RS22075_1,324,1170
SPAB_RS22150_1,705,2274
SPC_RS06515_1,580,2102
SPAB_RS21950_1,690,2226
SPAB_RS21955_1,989,3196
SPAB_RS22175_1,427,1517
SPAB_RS22170_1,178,659
SPC_RS06300_1,114,462
SSU5_091_1,363,1122
ST64Tp25_1,473,1642
STBHUCCB_RS24350_1,257,994
SSU5_072_1,323,1189
STBHUCCB_RS24070_1,272,880
SSU5_068_1,151,488
STBHUCCB_RS24150_1,442,1376
SPN9CC_0030_1,125,496
ST64Tp18_1,123,480
ST64Tp19_1,67,275
ST64Tp37_1,203,841
STBHUCCB_RS24295_1,142,524
SSU5_043_1,324,1107
STBHUCCB_RS23830_1,1466,4528
STBHUCCB_RS23810_1,835,2504
STBHUCCB_RS23895_1,166,671
SSU5_112_1,140,517
STL3553_RS17395_1,569,2239
STM1868A_1,101,403
STM14_RS08625_1,571,2219
STBHUCCB_RS24355_1,341,1441
STM1550_1,190,665
STM0523_1,925,3161
STM2698_1,85,275
STM2699_1,232,677
STM2696_1,350,1108
STM2697_1,2114,6310
STM14_RS06845_1,148,509
STM2701_1,876,2643
STM14_RS06800_1,102,474
STM1864_1,459,1386
STM1862_1,658,2087
STM1863_1,107,370
STM0924_1,370,1205
STBHUCCB_RS24480_1,499,1598
STM2238_1,830,3166
STBHUCCB_RS24485_1,562,1814
STBHUCCB_RS24510_1,2650,8195
STBHUCCB_RS24515_1,1354,4046
STBHUCCB_RS24465_1,469,1664
STM0905_1,261,936
STM14_RS06760_1,162,522
STM0898A_1,179,586
STM0920_1,372,1185
STM1014_1,679,2273
STM1228_1,882,3123
STBHUCCB_RS24490_1,844,2387
STM2700_1,360,1188
STM0898_1,454,1634
STBHUCCB_RS24505_1,458,1648
STBHUCCB_RS24500_1,880,2936
STM04875_1,205,749
STBHUCCB_RS24495_1,1222,3503
STM14_RS06750_1,728,2530
STBHUCCB_RS24615_1,357,1191
STM474_RS24595_1,906,2973
STM474_RS13760_1,355,1211
STM474_RS24690_1,631,1889
STM2718_1,321,1074
STM2717_1,148,464
STM2716_1,160,488
STM2710_1,422,1315
STM474_RS14070_1,155,529
STM474_RS24700_1,139,500
STM474_RS24705_1,1547,4843
STM474_RS24475_1,420,1569
STM474_RS24590_1,150,471
STM474_RS24645_1,273,1086
STM474_RS24640_1,798,2406
STM474_RS24320_1,313,992
STM474_RS24290_1,677,2248
STM474_RS24295_1,276,903
STM474_RS24695_1,137,484
STM474_RS24430_1,227,772
STM4286_1,596,2131
STM2708_1,700,2027
STM2709_1,276,804
STM474_RS14085_1,187,641
STM474_RS24710_1,192,663
STM2726_1,511,1685
STM2724_1,1066,4028
STM2722_1,1185,4116
STM2721_1,594,1908
STM474_RS24480_1,1554,4935
STM3355_1,636,2064
STMDT12_RS01745_1,140,472
STM474_RS24305_1,626,2155
STM474_RS24650_1,184,581
STM474_RS24655_1,378,1323
STM474_RS13720_1,228,789
STM474_RS24285_1,280,845
STMDT12_RS01675_1,411,1524
STMDT12_RS01670_1,173,682
STMDT12_RS24325_1,395,1234
STMMW_00241_1,371,1267
STMMW_00201_1,400,1229
STMMW_00411_1,597,2103
STMMW_00281_1,215,775
STMMW_00391_1,1150,3998
STMDT12_RS24320_1,131,445
STMMW_00341_1,1067,3649
STMMW_00351_1,468,1818
STMDT12_RS13775_1,579,1941
STMMW_00261_1,530,1666
STMMW_00291_1,295,1055
STMDT12_RS24315_1,169,569
STMDT12_RS24310_1,844,2567
STMDT12_RS24345_1,950,2668
STMMW_00271_1,586,1952
STMMW_00251_1,384,1173
STMMW_00231_1,708,2316
STMMW_00211_1,519,1542
STMMW_00421_1,1344,4776
STMMW_00331_1,1139,4018
STMMW_02011_1,407,1276
STMMW_02061_1,401,1192
STMMW_01561_1,1001,3121
STMMW_02041_1,347,1057
STMMW_02021_1,1820,6154
STMMW_00531_1,465,1596
STMMW_02001_1,1650,4524
STMMW_02581_1,535,1778
STMMW_01671_1,763,2099
STMMW_00851_1,206,667
STMMW_01811_1,1702,5939
STMMW_02731_1,383,1246
STMMW_01031_1,444,1419
STMMW_02671_1,360,1125
STMMW_02711_1,1998,5922
STMMW_02691_1,601,1874
STMMW_01681_1,950,2866
STMMW_02561_1,954,2574
STMMW_02541_1,580,1832
STMMW_00581_1,992,3031
STMMW_00601_1,218,664
STMMW_02111_1,488,1384
STMMW_01701_1,577,1727
STMMW_00641_1,674,2053
STMMW_02071_1,594,1926
STMMW_01821_1,488,1564
STMMW_02051_1,333,1098
STMMW_00541_1,1090,3770
STMMW_02031_1,533,1726
STMMW_00521_1,686,2077
STMMW_02651_1,730,2258
STMMW_00431_1,964,3158
STMMW_01831_1,394,1226
STMMW_01061_1,250,1010
STMMW_02741_1,1022,3460
STMMW_01801_1,737,2503
STMMW_00711_1,433,1358
STMMW_00841_1,274,977
STMMW_02641_1,821,2347
STMMW_01281_1,1298,4003
STMMW_02701_1,603,2106
STMMW_02661_1,1448,4204
STMMW_00631_1,377,1279
STMMW_02161_1,834,2640
STMMW_01121_1,538,1586
STMMW_00611_1,635,1975
STMMW_01691_1,740,2212
STMMW_00591_1,748,2384
STMMW_03461_1,80,352
STMMW_03441_1,189,666
STMMW_02921_1,292,959
STMMW_03581_1,988,3143
STMMW_03582_1,152,658
STMMW_03631_1,297,1044
STMMW_02811_1,310,1148
STMMW_02791_1,316,1142
STMMW_03261_1,449,1396
STMMW_03561_1,177,669
STMMW_02771_1,298,1043
STMMW_03341_1,635,2353
STMMW_03501_1,194,706
STMMW_03711_1,129,483
STMMW_03522_1,109,404
STMMW_03521_1,232,767
STMMW_03101_1,503,1639
STMMW_03121_1,327,1086
STMMW_02991_1,260,1081
STMMW_03161_1,141,507
STMMW_02951_1,320,1021
STMMW_02971_1,141,651
STMMW_03431_1,195,687
STMMW_03391_1,485,1783
STMMW_03661_1,386,1450
STMMW_02871_1,1000,2915
STMMW_03602_1,130,500
STMMW_03471_1,116,451
STMMW_03451_1,447,1677
STMMW_02851_1,375,1236
STMMW_02861_1,1005,3027
STMMW_03551_1,154,494
STMMW_02831_1,235,917
STMMW_03681_1,137,475
STMMW_03511_1,120,483
STMMW_03721_1,360,1152
STMMW_03531_1,597,2175
STMMW_03091_1,351,1188
STMMW_03111_1,1776,5757
STMMW_03131_1,564,1902
STMMW_03132_1,149,499
STMMW_03151_1,621,2223
STMMW_03011_1,77,319
STMMW_02941_1,1547,5023
STMMW_03421_1,284,949
STMMW_04171_1,391,1535
STMMW_03841_1,979,3179
STMMW_04221_1,951,2730
STMMW_04151_1,331,1136
STMMW_03821_1,365,1318
STMMW_04131_1,1129,3596
STMMW_03801_1,625,2111
STMMW_04111_1,494,1801
STMMW_03771_1,326,1141
STMMW_03981_1,886,2831
STMMW_04001_1,446,1435
STMMW_04021_1,640,2105
STMMW_04061_1,542,1735
STMMW_03791_1,1411,5123
STMMW_04081_1,1816,5888
STMMW_04241_1,332,1063
STMMW_04181_1,130,545
STMMW_04161_1,332,1243
STMMW_03881_1,931,3182
STMMW_03871_1,501,1569
STMMW_04141_1,489,1743
STMMW_03851_1,526,1580
STMMW_04251_1,145,440
STMMW_03831_1,340,1163
STMMW_04101_1,394,1217
STMMW_03811_1,936,2943
STMMW_03861_1,296,1072
STMMW_04311_1,747,2286
STMMW_03991_1,1015,3251
STMMW_04331_1,729,2286
STMMW_04011_1,619,2018
STMMW_04031_1,682,2216
STMMW_04201_1,1156,3380
STMMW_04051_1,245,952
STMMW_04211_1,2385,7119
STMMW_04071_1,945,3033
STMMW_04091_1,522,1764
STMMW_03781_1,957,3543
STMMW_03971_1,208,764
STMMW_04191_1,243,837
STMMW_05831_1,773,2512
STMMW_06381_1,773,2359
STMMW_05851_1,325,1124
STMMW_06411_1,335,1078
STMMW_05871_1,1268,4078
STMMW_06191_1,208,728
STMMW_05891_1,633,2004
STMMW_04791_1,259,839
STMMW_06071_1,306,1008
STMMW_05971_1,1251,3744
STMMW_04341_1,1467,4860
STMMW_04961_1,613,1781
STMMW_07081_1,424,1403
STMMW_05951_1,848,2860
STMMW_05011_1,780,2532
STMMW_04431_1,1955,6856
STMMW_06761_1,1547,5293
STMMW_06371_1,670,2291
STMMW_05991_1,604,1826
STMMW_06781_1,596,1708
STMMW_05801_1,584,1909
STMMW_04981_1,862,2468
STMMW_06851_1,433,1223
STMMW_05821_1,529,1451
STMMW_05841_1,667,2114
STMMW_06421_1,325,1025
STMMW_06391_1,613,1952
STMMW_04801_1,511,1568
STMMW_05861_1,618,1839
STMMW_06401_1,533,1492
STMMW_05661_1,587,1798
STMMW_04821_1,247,734
STMMW_05881_1,502,1829
STMMW_06231_1,1091,3868
STMMW_05921_1,981,2916
STMMW_06001_1,679,2003
STMMW_06251_1,245,844
STMMW_05901_1,890,2881
STMMW_05961_1,726,2424
STMMW_05001_1,518,1642
STMMW_05941_1,525,1833
STMMW_05021_1,600,1839
STMMW_06361_1,1897,6293
STMMW_06081_1,411,1227
STMMW_06771_1,356,1318
STMMW_05981_1,888,2892
STMMW_06751_1,395,1288
STMMW_05811_1,772,2279
STMMW_04991_1,662,2173
STMMW_07821_1,486,2016
STMMW_07341_1,758,2500
STMMW_07151_1,837,2682
STMMW_08161_1,651,2301
STMMW_07801_1,480,1653
STMMW_07141_1,222,804
STMMW_08141_1,553,1985
STMMW_07731_1,403,1298
STMMW_09771_1,403,1451
STMMW_08231_1,608,1723
STMMW_08001_1,192,654
STMMW_09601_1,491,1561
STMMW_09602_1,112,365
STMMW_07771_1,588,2103
STMMW_08211_1,538,1559
STMMW_09081_1,753,2739
STMMW_07751_1,559,1664
STMMW_09101_1,584,2089
STMMW_08291_1,620,2107
STMMW_07231_1,987,3432
STMMW_09801_1,1002,3264
STMMW_07371_1,391,1337
STMMW_08131_1,372,1266
STMMW_08361_1,568,1889
STMMW_07161_1,673,1982
STMMW_09781_1,661,1931
STMMW_07331_1,299,1123
STMMW_08301_1,1087,3341
STMMW_08171_1,896,2911
STMMW_07781_1,728,2674
STMMW_08151_1,541,2015
STMMW_09071_1,662,2182
STMMW_08921_1,889,2909
STMMW_07091_1,806,2479
STMMW_07541_1,550,1763
STMMW_08901_1,492,1740
STMMW_08221_1,849,2391
STMMW_09611_1,282,924
STMMW_07241_1,1186,3854
STMMW_09091_1,1125,3933
STMMW_09111_1,312,966
STMMW_07201_1,467,1657
STMMW_08981_1,697,2129
STMMW_07191_1,591,2397
STMMW_08611_1,394,1433
STMMW_12331_1,622,2411
STMMW_10271_1,252,792
STMMW_10681_1,395,1666
STMMW_10471_1,417,1284
STMMW_10231_1,271,962
STMMW_10431_1,1107,3537
STMMW_10371_1,283,1067
STMMW_10441_1,1416,4749
STMMW_10411_1,361,1241
STMMW_11421_1,742,2579
STMMW_11391_1,754,2729
STMMW_10171_1,163,584
STMMW_10601_1,1895,5422
STMMW_10291_1,158,715
STMMW_11401_1,422,1657
STMMW_10331_1,106,335
STMMW_11001_1,597,2031
STMMW_10161_1,862,3017
STMMW_10661_1,429,1452
STMMW_10501_1,266,931
STMMW_10341_1,544,1850
STMMW_10461_1,218,682
STMMW_12471_1,474,1524
STMMW_10951_1,582,1758
STMMW_11361_1,633,2013
STMMW_10561_1,457,1631
STMMW_11961_1,500,1732
STMMW_10581_1,413,1216
STMMW_10481_1,278,928
STMMW_10261_1,519,1731
STMMW_12341_1,625,1967
STMMW_10991_1,449,1594
STMMW_12361_1,842,2848
STMMW_10422_1,144,477
STMMW_10421_1,1495,4913
STMMW_10401_1,354,1149
STMMW_12241_1,733,2165
STMMW_10451_1,242,730
STMMW_11381_1,514,1529
STMMW_10361_1,80,298
STMMW_09901_1,531,1755
STMMW_11411_1,923,2920
STMMW_12461_1,210,780
STMMW_10121_1,319,1067
STMMW_10511_1,177,615
STMMW_10531_1,224,775
STMMW_11701_1,168,570
STMMW_11951_1,702,2178
STMMW_11371_1,1047,3444
STMMW_11971_1,154,521
STMMW_13691_1,230,850
STMMW_15521_1,838,2771
STMMW_15511_1,1096,3260
STMMW_15301_1,226,800
STMMW_15171_1,695,2014
STMMW_15281_1,385,1244
STMMW_13571_1,1178,3745
STMMW_13391_1,790,2882
STMMW_15421_1,916,2945
STMMW_15891_1,2125,6821
STMMW_15401_1,445,1571
STMMW_13822_1,175,536
STMMW_13661_1,589,2012
STMMW_15441_1,959,2767
STMMW_13641_1,1111,3551
STMMW_13861_1,465,1749
STMMW_15761_1,655,2027
STMMW_13621_1,581,2092
STMMW_15741_1,481,1607
STMMW_12491_1,718,2657
STMMW_16001_1,384,1227
STMMW_14531_1,608,1975
STMMW_12941_1,604,1970
STMMW_15661_1,635,1840
STMMW_15311_1,668,1996
STMMW_15461_1,336,1131
STMMW_15141_1,365,1219
STMMW_15011_1,489,1671
STMMW_15491_1,953,3448
STMMW_15961_1,259,938
STMMW_15391_1,725,2551
STMMW_15291_1,665,2386
STMMW_15411_1,723,2355
STMMW_15061_1,725,2335
STMMW_15271_1,662,2182
STMMW_15181_1,151,497
STMMW_13671_1,881,2827
STMMW_13851_1,630,2052
STMMW_15451_1,1094,3424
STMMW_13871_1,832,2849
STMMW_13631_1,759,2697
STMMW_13611_1,556,1739
STMMW_14731_1,1276,3845
STMMW_15631_1,398,1528
STMMW_15671_1,740,2527
STMMW_15501_1,735,2289
STMMW_13591_1,968,2893
STMMW_16311_1,486,1557
STMMW_16151_1,835,2774
STMMW_16111_1,307,1007
STMMW_16701_1,533,1609
STMMW_16721_1,659,2059
STMMW_18931_1,1295,4321
STMMW_18471_1,352,1079
STMMW_16081_1,193,653
STMMW_16221_1,809,2548
STMMW_18451_1,241,947
STMMW_17521_1,965,3463
STMMW_16261_1,760,2921
STMMW_16671_1,777,2553
STMMW_16241_1,278,928
STMMW_16651_1,620,1918
STMMW_16631_1,557,1936
STMMW_16281_1,482,1804
STMMW_18801_1,402,1398
STMMW_18861_1,571,1886
STMMW_17771_1,794,3004
STMMW_16301_1,490,1706
STMMW_18511_1,184,644
STMMW_16121_1,472,1427
STMMW_16691_1,440,1333
STMMW_16101_1,559,1862
STMMW_16711_1,574,2036
STMMW_19151_1,429,1488
STMMW_16381_1,307,1043
STMMW_16731_1,667,2123
STMMW_19781_1,291,969
STMMW_16091_1,873,2646
STMMW_16231_1,208,620
STMMW_16201_1,709,2063
STMMW_16211_1,1152,3726
STMMW_16271_1,248,787
STMMW_16191_1,950,3082
STMMW_16641_1,1406,4543
STMMW_16071_1,833,2524
STMMW_16811_1,191,754
STMMW_16621_1,386,1288
STMMW_16011_1,938,2599
STMMW_19761_1,886,2921
STMMW_16291_1,490,1454
STMMW_18481_1,258,1002
STMMW_20291_1,344,1204
STMMW_20431_1,199,782
STMMW_19861_1,402,1164
STMMW_20471_1,815,2398
STMMW_20181_1,279,891
STMMW_19881_1,298,944
STMMW_20301_1,402,1452
STMMW_20491_1,390,1248
STMMW_20341_1,639,2331
STMMW_19911_1,1005,3018
STMMW_20381_1,1184,4630
STMMW_20241_1,452,1636
STMMW_19932_1,242,739
STMMW_20261_1,558,1926
STMMW_19951_1,1126,3365
STMMW_19952_1,120,375
STMMW_20521_1,505,1529
STMMW_20061_1,190,719
STMMW_20201_1,332,1117
STMMW_19971_1,340,1046
STMMW_20541_1,580,1679
STMMW_20221_1,804,2670
STMMW_19991_1,219,753
STMMW_19992_1,133,470
STMMW_20021_1,794,2554
STMMW_20022_1,147,402
STMMW_20051_1,243,810
STMMW_20281_1,159,534
STMMW_20461_1,689,2101
STMMW_19891_1,379,1223
STMMW_20331_1,161,568
STMMW_20311_1,551,1951
STMMW_20481_1,584,1648
STMMW_20171_1,601,1982
STMMW_19901_1,777,2400
STMMW_19921_1,1455,4332
STMMW_20391_1,1092,4101
STMMW_20271_1,365,1255
STMMW_19941_1,246,825
STMMW_20511_1,577,1871
STMMW_20211_1,569,1888
STMMW_20531_1,193,653
STMMW_20231_1,486,1647
STMMW_19981_1,290,925
STMMW_20031_1,1165,4037
STMMW_20011_1,457,1496
STMMW_20591_1,793,2375
STMMW_20601_1,579,1743
STMMW_21261_1,583,2054
STMMW_20621_1,443,1375
STMMW_20861_1,328,1031
STMMW_20641_1,448,1451
STMMW_20841_1,400,1265
STMMW_20661_1,989,3151
STMMW_21131_1,922,3371
STMMW_20821_1,837,2502
STMMW_20801_1,743,2290
STMMW_20771_1,494,1405
STMMW_21171_1,667,2519
STMMW_20751_1,250,803
STMMW_20731_1,374,1192
STMMW_21381_1,349,1073
STMMW_20881_1,661,2048
STMMW_20691_1,212,643
STMMW_20561_1,542,1843
STMMW_21211_1,909,3033
STMMW_20791_1,231,597
STMMW_20581_1,523,1655
STMMW_21181_1,611,2395
STMMW_21231_1,499,1823
STMMW_20611_1,422,1315
STMMW_21251_1,368,1288
STMMW_20631_1,848,2572
STMMW_21271_1,651,2049
STMMW_20871_1,863,2782
STMMW_20651_1,714,2166
STMMW_20671_1,593,2143
STMMW_20851_1,263,790
STMMW_20831_1,1066,3002
STMMW_20811_1,1041,3144
STMMW_20761_1,364,1085
STMMW_21141_1,971,3331
STMMW_21351_1,998,3115
STMMW_20741_1,1425,4074
STMMW_21161_1,610,2225
STMMW_21401_1,692,2206
STMMW_20721_1,502,1523
STMMW_20701_1,542,1564
STMMW_21321_1,886,2957
STMMW_20551_1,522,1620
STMMW_21201_1,547,2153
STMMW_20781_1,396,1080
STMMW_20711_1,1178,3817
STMMW_20571_1,596,1780
STMMW_21221_1,702,2538
STMMW_22071_1,857,2725
STMMW_23381_1,1255,4091
STMMW_23631_1,599,1894
STMMW_24191_1,846,2736
STMMW_21871_1,304,1073
STMMW_21701_1,260,802
STMMW_22691_1,247,860
STMMW_22751_1,138,474
STMMW_23151_1,823,2831
STMMW_23131_1,572,1840
STMMW_21811_1,1659,5811
STMMW_22631_1,288,1044
STMMW_22281_1,975,3129
STMMW_21411_1,800,2566
STMMW_22671_1,224,766
STMMW_22121_1,652,2075
STMMW_22101_1,737,2377
STMMW_23971_1,242,865
STMMW_21611_1,1058,3181
STMMW_22786_1,577,1403
STMMW_23951_1,243,882
STMMW_24011_1,1499,4684
STMMW_22271_1,269,901
STMMW_22701_1,701,2287
STMMW_21881_1,338,1255
STMMW_23161_1,564,1785
STMMW_21841_1,208,638
STMMW_23371_1,696,2310
STMMW_22971_1,796,2813
STMMW_23141_1,1006,2864
STMMW_21821_1,445,1607
STMMW_22401_1,424,1574
STMMW_21801_1,695,2329
STMMW_22291_1,605,2059
STMMW_22602_1,85,302
STMMW_21641_1,805,2804
STMMW_22661_1,384,1173
STMMW_21661_1,1374,4962
STMMW_22641_1,356,1228
STMMW_24201_1,966,3210
STMMW_23981_1,348,1209
STMMW_22111_1,1078,2999
STMMW_22561_1,409,1454
STMMW_22301_1,932,3037
STMMW_23961_1,166,581
STMMW_22051_1,131,463
STMMW_24381_1,628,2027
STMMW_24382_1,113,364
STMMW_24561_1,499,1661
STMMW_24711_1,238,752
STMMW_26101_1,499,1445
STMMW_25641_1,620,2017
STMMW_24811_1,614,1906
STMMW_25901_1,876,2715
STMMW_26082_1,177,552
STMMW_26431_1,489,1599
STMMW_25511_1,433,1574
STMMW_24581_1,367,1253
STMMW_26181_1,275,931
STMMW_26371_1,426,1410
STMMW_24421_1,485,1801
STMMW_26391_1,165,582
STMMW_26231_1,749,2338
STMMW_26001_1,936,3546
STMMW_25291_1,968,3082
STMMW_26271_1,166,446
STMMW_25251_1,200,790
STMMW_26291_1,391,1247
STMMW_24721_1,866,2968
STMMW_25891_1,585,2016
STMMW_24391_1,883,2888
STMMW_26131_1,231,759
STMMW_26301_1,269,937
STMMW_25331_1,677,2203
STMMW_26461_1,257,931
STMMW_26321_1,333,1026
STMMW_26341_1,375,1317
STMMW_26421_1,465,1632
STMMW_26361_1,444,1590
STMMW_26191_1,890,2863
STMMW_26381_1,417,1392
STMMW_24411_1,619,1883
STMMW_26011_1,356,1282
STMMW_26221_1,256,824
STMMW_25002_1,33,147
STMMW_26201_1,432,1305
STMMW_26261_1,1131,3612
STMMW_26241_1,263,781
STMMW_26161_1,270,918
STMMW_26281_1,1334,4462
STMMW_26551_1,186,669
STMMW_27831_1,872,3241
STMMW_27271_1,1156,3884
STMMW_28641_1,209,835
STMMW_28701_1,427,1544
STMMW_27461_1,718,2441
STMMW_26471_1,545,1975
STMMW_27251_1,560,1969
STMMW_27401_1,823,2525
STMMW_28681_1,371,1213
STMMW_26651_1,443,1321
STMMW_27701_1,983,3022
STMMW_26491_1,417,1572
STMMW_28351_1,168,561
STMMW_27191_1,803,2140
STMMW_26521_1,225,828
STMMW_27121_1,1536,4674
STMMW_28041_1,1661,5062
STMMW_27331_1,388,1529
STMMW_27101_1,500,1984
STMMW_26561_1,814,2876
STMMW_27161_1,210,645
STMMW_27371_1,358,1262
STMMW_26541_1,176,544
STMMW_28801_1,951,2838
STMMW_27491_1,561,2130
STMMW_27141_1,496,2105
STMMW_28631_1,322,1028
STMMW_28651_1,188,793
STMMW_27181_1,282,843
STMMW_27031_1,8844,25581
STMMW_27241_1,448,1244
STMMW_28671_1,202,671
STMMW_27201_1,718,2324
STMMW_26641_1,634,2066
STMMW_27711_1,290,1006
STMMW_27381_1,1134,3429
STMMW_26481_1,242,919
STMMW_28401_1,1080,3816
STMMW_27091_1,763,2819
STMMW_27281_1,626,2002
STMMW_26531_1,2025,6759
STMMW_26532_1,766,2564
STMMW_27231_1,457,1451
STMMW_28781_1,548,1783
STMMW_27171_1,414,1152
STMMW_27341_1,1199,4750
STMMW_27291_1,1133,4492
STMMW_27151_1,237,834
STMMW_30781_1,930,3048
STMMW_29891_1,545,1687
STMMW_29911_1,526,1607
STMMW_30911_1,324,1134
STMMW_30661_1,633,2391
STMMW_29051_1,372,1311
STMMW_31272_1,121,464
STMMW_29931_1,378,1233
STMMW_29031_1,517,1724
STMMW_29179_1,115,344
STMMW_29171_1,517,1886
STMMW_29011_1,704,2059
STMMW_29971_1,562,1859
STMMW_29221_1,858,2571
STMMW_29241_1,968,3055
STMMW_29861_1,521,1576
STMMW_30121_1,594,2088
STMMW_30431_1,705,2346
STMMW_30451_1,463,1787
STMMW_29821_1,622,1970
STMMW_31291_1,650,2302
STMMW_30801_1,617,1912
STMMW_30821_1,1165,4055
STMMW_30791_1,370,1214
STMMW_31301_1,326,1123
STMMW_29881_1,755,2476
STMMW_29061_1,1049,3622
STMMW_29041_1,740,2437
STMMW_29901_1,1805,5665
STMMW_29021_1,440,1513
STMMW_29921_1,419,1480
STMMW_29001_1,215,676
STMMW_29941_1,275,922
STMMW_29181_1,242,829
STMMW_29231_1,935,3088
STMMW_30421_1,707,2317
STMMW_29251_1,950,3127
STMMW_29871_1,386,1297
STMMW_30441_1,1012,3407
STMMW_29852_1,594,1899
STMMW_29851_1,178,641
STMMW_30461_1,501,1695
STMMW_29831_1,350,1099
STMMW_31281_1,1507,5009
STMMW_30811_1,553,1634
STMMW_30831_1,798,2757
STMMW_31351_1,600,2001
STMMW_31591_1,454,1409
STMMW_32611_1,763,2369
STMMW_31781_1,80,280
STMMW_32001_1,712,2429
STMMW_32551_1,1042,3242
STMMW_32491_1,527,1624
STMMW_32571_1,896,2920
STMMW_31881_1,251,793
STMMW_32511_1,653,2191
STMMW_32231_1,516,1563
STMMW_32531_1,597,1968
STMMW_32081_1,378,1332
STMMW_32082_1,148,536
STMMW_31931_1,353,1141
STMMW_31933_1,148,419
STMMW_31911_1,329,1102
STMMW_32591_1,200,655
STMMW_31971_1,742,2462
STMMW_32101_1,232,785
STMMW_31951_1,578,1672
STMMW_31601_1,1212,3828
STMMW_31361_1,282,897
STMMW_32601_1,1060,3062
STMMW_32621_1,553,1769
STMMW_32481_1,649,2024
STMMW_31791_1,259,749
STMMW_32541_1,631,2114
STMMW_31541_1,452,1564
STMMW_32561_1,591,1830
STMMW_31521_1,1219,4172
STMMW_32501_1,1168,3548
STMMW_32521_1,599,1903
STMMW_31921_1,307,935
STMMW_31901_1,320,1030
STMMW_32111_1,355,1175
STMMW_32581_1,332,1063
STMMW_31941_1,367,1154
STMMW_31981_1,570,1995
STMMW_31861_1,676,2051
STMMW_32061_1,188,658
STMMW_31801_1,379,1178
STMMW_32471_1,847,2591
STMMW_35901_1,646,2288
STMMW_33521_1,412,1442
STMMW_35061_1,178,650
STMMW_33541_1,970,2837
STMMW_33561_1,422,1468
STMMW_36421_1,192,672
STMMW_36231_1,778,2597
STMMW_35811_1,1100,3319
STMMW_33421_1,480,1779
STMMW_33871_1,413,1576
STMMW_35111_1,1152,3600
STMMW_35871_1,768,2364
STMMW_35891_1,557,1981
STMMW_35091_1,817,2837
STMMW_35191_1,990,3015
STMMW_35381_1,740,2176
STMMW_35481_1,156,528
STMMW_35221_1,530,1738
STMMW_33891_1,846,2628
STMMW_34512_1,162,504
STMMW_35201_1,1196,3952
STMMW_33511_1,1350,3978
STMMW_36241_1,783,2241
STMMW_35911_1,480,1680
STMMW_35071_1,183,600
STMMW_36261_1,370,1214
STMMW_33551_1,450,1548
STMMW_32781_1,308,1285
STMMW_36431_1,311,1093
STMMW_35161_1,359,1279
STMMW_36221_1,1037,2941
STMMW_36411_1,349,1109
STMMW_35551_1,88,317
STMMW_35821_1,583,1694
STMMW_36361_1,726,2199
STMMW_35101_1,1139,3523
STMMW_35841_1,888,2838
STMMW_35471_1,276,831
